Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,MasVnrArea,Foundation,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,PoolArea,YrSold,MoSold,SalePrice
342,50,FV,14816,Grvl,IR2,Lvl,AllPub,CulDSac,CollgCr,Norm,Duplex,2Story,5,8,1990,1954,Gable,Wd Sdng,154.0,CBlock,152.0,790,1516,GasW,N,1346,531,2421,0,1,0,1,2,7,1,2,830.0,133,299,49,2008,4,404813.9503790198
343,40,RH,7772,Grvl,IR2,HLS,AllPub,CulDSac,CollgCr,RRAn,2fmCon,1Story,4,6,1953,1956,Gable,Wd Sdng,76.0,CBlock,1421.0,139,846,Wall,N,669,1231,1997,1,1,2,1,2,6,2,0,195.0,428,31,80,2007,11,350808.13989806443
344,30,RM,8726,Pave,Reg,Lvl,NoSewr,Corner,BrkSide,Norm,Twnhs,1Story,3,7,1951,2000,Gable,VinylSd,77.0,CBlock,1467.0,662,69,GasA,Y,1264,1322,2357,2,3,2,4,1,10,1,0,114.0,364,249,72,2009,1,330982.488364589
345,40,C,12232,Pave,Reg,HLS,AllPub,Inside,Edwards,Feedr,2fmCon,2Story,5,1,2016,2014,Flat,VinylSd,100.0,CBlock,1003.0,20,815,Wall,Y,1869,1117,2332,1,1,2,2,2,7,0,1,396.0,180,253,8,2010,8,326733.6409526462
346,80,C,16339,Pave,IR2,Low,AllPub,CulDSac,NAmes,Artery,1Fam,2Story,4,7,1970,1958,Hip,MetalSd,437.0,CBlock,426.0,253,1038,Grav,N,998,1437,3091,0,1,1,3,1,3,1,3,671.0,221,258,52,2006,10,458527.6885598459
347,40,C,17281,Grvl,IR1,Lvl,NoSewr,Corner,OldTown,Feedr,2fmCon,SLvl,8,3,2019,1994,Gambrel,Wd Sdng,431.0,CBlock,1002.0,63,1770,Grav,N,1983,370,2907,0,1,2,2,2,7,0,1,666.0,363,181,87,2007,6,457432.92353062215
348,50,FV,9806,Grvl,Reg,Bnk,NoSewr,Corner,OldTown,Norm,1Fam,1.5Fin,4,8,1992,1996,Flat,MetalSd,29.0,CBlock,203.0,217,1235,GasA,Y,1820,408,903,1,3,0,3,2,3,2,3,562.0,481,165,9,2006,1,360725.14470504853
349,90,FV,7190,Pave,IR2,Lvl,NoSewr,Inside,BrkSide,Norm,2fmCon,1Story,8,6,2018,2016,Gambrel,VinylSd,38.0,BrkTil,1135.0,71,1825,Grav,Y,2466,1406,3498,0,1,0,3,2,6,0,2,417.0,148,3,83,2008,12,488185.1283737265
350,80,,14108,Pave,IR2,Lvl,AllPub,FR2,Edwards,Artery,2fmCon,1Story,6,4,1958,1973,Flat,VinylSd,238.0,CBlock,324.0,989,1083,Wall,N,1665,1464,2494,1,3,0,5,1,3,0,2,283.0,243,144,80,2008,10,418824.7834802961
351,50,C,17178,Pave,IR3,Lvl,AllPub,Corner,Edwards,RRAn,Twnhs,1Story,5,8,1977,1959,Gable,VinylSd,12.0,CBlock,1281.0,161,1275,GasW,N,1396,1470,1810,2,2,0,2,1,8,1,0,584.0,312,164,76,2008,10,384784.954063402
352,20,C,7875,Grvl,IR1,Low,NoSewr,FR2,CollgCr,Norm,2fmCon,SLvl,4,9,1975,1997,Gable,VinylSd,121.0,BrkTil,949.0,129,445,GasA,Y,2308,616,2567,0,3,1,5,2,8,0,0,327.0,75,104,28,2010,6,328829.7899816325
353,20,,19940,Pave,IR3,Bnk,AllPub,FR2,NAmes,Norm,Twnhs,1Story,4,10,1952,1984,Hip,HdBoard,143.0,BrkTil,950.0,580,1025,Grav,N,2260,70,2924,2,1,0,4,1,3,2,0,340.0,368,35,35,2008,1,390294.07924455986
354,90,FV,10592,Pave,IR1,Lvl,NoSewr,CulDSac,Edwards,Norm,Twnhs,1.5Fin,4,2,1998,2003,Hip,,171.0,PConc,1373.0,926,1771,Wall,N,2218,83,1841,2,2,1,3,1,10,2,3,621.0,261,168,86,2006,10,401204.79207288753
355,90,C,6440,Grvl,Reg,Bnk,NoSewr,FR2,OldTown,Artery,Duplex,2Story,9,6,1966,1965,Gambrel,,454.0,PConc,938.0,224,1359,GasW,Y,2256,208,2357,0,1,1,1,2,6,0,0,797.0,230,7,26,2007,10,408701.63425495534
356,80,,17592,Grvl,IR1,Low,AllPub,Inside,NAmes,Feedr,Duplex,SLvl,4,5,2012,2002,Hip,MetalSd,367.0,CBlock,956.0,757,18,Grav,Y,1576,258,2007,0,3,1,3,2,4,1,2,220.0,190,85,17,2010,3,372876.1415825887
357,30,RM,13927,Grvl,IR2,HLS,NoSewr,CulDSac,NAmes,Norm,1Fam,2Story,9,5,2004,1989,Hip,Wd Sdng,246.0,CBlock,893.0,579,560,GasA,N,617,1262,2480,1,2,0,4,1,3,2,1,8.0,379,96,17,2007,2,399728.55503601575
358,90,C,16760,Pave,IR2,Lvl,NoSewr,CulDSac,BrkSide,Artery,2fmCon,1Story,10,10,1972,1969,Gambrel,VinylSd,246.0,PConc,434.0,453,1101,Grav,N,864,1325,2478,1,2,0,3,2,5,2,2,81.0,133,29,8,2008,4,480444.4629942607
359,20,FV,19626,Grvl,IR1,Bnk,NoSewr,CulDSac,Edwards,Norm,1Fam,1Story,6,3,1983,2018,Flat,Wd Sdng,410.0,PConc,1449.0,982,471,Grav,Y,2194,1255,3545,0,2,1,5,1,9,0,2,831.0,308,100,66,2009,2,486928.8033233085
360,40,RM,11059,Grvl,IR1,Bnk,AllPub,Corner,BrkSide,RRAn,2fmCon,1Story,10,8,2018,1994,Hip,HdBoard,44.0,CBlock,1303.0,914,27,Grav,N,2481,931,3793,1,1,1,2,1,10,0,2,293.0,251,66,6,2010,11,547101.1787932985
361,50,RH,19437,Pave,IR1,Low,NoSewr,Corner,Edwards,Artery,Duplex,1.5Fin,7,8,1964,1955,Flat,VinylSd,252.0,PConc,,383,559,GasW,Y,635,281,3114,2,2,0,1,2,7,2,1,374.0,387,62,57,2008,5,436668.92278498056
362,20,RM,19297,Grvl,IR3,Lvl,NoSewr,FR2,CollgCr,Norm,Duplex,1.5Fin,10,5,1996,2018,Gable,VinylSd,374.0,CBlock,932.0,106,607,GasW,N,1937,393,1580,2,2,2,5,1,9,0,2,533.0,244,31,78,2010,4,402185.4087379992
363,20,RL,16530,Pave,IR1,HLS,NoSewr,CulDSac,BrkSide,Artery,2fmCon,SLvl,3,8,1952,1998,Hip,MetalSd,290.0,BrkTil,248.0,620,1188,Grav,Y,1600,417,3456,0,2,2,2,2,4,0,3,414.0,264,86,29,2009,6,442865.8832042927
364,30,RL,12010,Pave,Reg,Bnk,NoSewr,CulDSac,BrkSide,Norm,2fmCon,2Story,8,10,1977,1988,Gable,Wd Sdng,206.0,BrkTil,890.0,839,457,Grav,N,2371,1229,1745,1,2,2,1,1,6,2,3,98.0,324,210,72,2006,7,443936.4538085106
365,80,FV,16207,Grvl,IR3,Lvl,NoSewr,Inside,OldTown,Feedr,Duplex,1Story,3,8,1952,1951,Gable,MetalSd,411.0,PConc,180.0,102,944,GasA,N,2485,1287,3872,0,3,0,4,1,8,1,1,681.0,329,50,60,2006,12,428593.8444575839
366,80,C,12117,Grvl,IR3,HLS,NoSewr,FR2,BrkSide,Norm,Duplex,1Story,1,3,1953,1988,Flat,HdBoard,482.0,BrkTil,702.0,140,1900,Grav,N,1056,1334,2630,2,1,0,3,1,7,1,3,701.0,366,62,90,2006,2,411438.8575838426
367,70,FV,16081,Grvl,IR1,Bnk,NoSewr,Inside,Edwards,Artery,1Fam,1Story,10,2,1980,1970,Gambrel,Wd Sdng,6.0,BrkTil,998.0,576,1199,Wall,Y,517,858,3898,0,1,1,1,1,8,2,0,617.0,455,79,99,2009,2,489958.0403179103
368,30,FV,14153,Grvl,Reg,Bnk,AllPub,FR2,OldTown,RRAn,Duplex,1Story,5,9,1994,1989,Hip,HdBoard,445.0,BrkTil,77.0,133,1608,Wall,Y,2390,625,1347,0,2,0,4,1,4,0,3,831.0,342,231,81,2007,8,344604.8403608417
369,40,FV,7989,Grvl,IR3,HLS,AllPub,FR2,BrkSide,RRAn,2fmCon,1.5Fin,2,2,2008,2003,Flat,MetalSd,241.0,BrkTil,918.0,198,983,GasA,Y,2464,1102,3007,0,3,0,2,1,9,2,2,776.0,3,100,94,2009,9,359605.11911764793
370,80,FV,17040,Grvl,IR2,HLS,NoSewr,Corner,BrkSide,RRAn,1Fam,2Story,10,9,1994,1961,Gambrel,MetalSd,109.0,CBlock,884.0,879,867,GasW,N,902,1365,3784,0,2,0,1,2,10,2,3,381.0,441,128,16,2009,5,545082.6010173406
371,50,RH,14218,Pave,IR3,Low,AllPub,Corner,CollgCr,Norm,2fmCon,2Story,6,4,1986,1986,Gable,VinylSd,113.0,CBlock,335.0,509,1015,Grav,N,704,561,3246,2,1,1,4,1,11,0,0,862.0,36,18,52,2008,7,436262.44238429534
372,90,RH,11228,Pave,IR1,Lvl,AllPub,Inside,BrkSide,Feedr,Twnhs,SLvl,10,2,2014,1987,Hip,Wd Sdng,,PConc,49.0,666,28,GasA,Y,998,831,3390,0,1,1,2,1,8,1,0,503.0,70,93,5,2006,12,447889.3005860139
373,30,RM,17057,Grvl,Reg,Lvl,NoSewr,FR2,NAmes,Norm,1Fam,1.5Fin,9,10,1958,1964,Gable,Wd Sdng,301.0,BrkTil,84.0,78,1979,GasW,Y,823,1118,2974,0,1,2,5,1,9,1,0,446.0,261,80,38,2010,9,464037.26676727337
374,90,RL,11471,Pave,IR1,Low,AllPub,CulDSac,OldTown,RRAn,2fmCon,1Story,1,1,1966,1956,Gable,VinylSd,275.0,BrkTil,694.0,947,668,GasA,N,1094,940,2597,1,2,2,3,2,3,0,2,,236,102,24,2007,1,338822.46447535686
375,20,,7863,Grvl,IR2,Bnk,NoSewr,Corner,NAmes,Artery,Duplex,2Story,4,4,2014,1999,Hip,Wd Sdng,95.0,BrkTil,,893,825,GasW,N,1061,1374,2680,0,2,0,4,1,11,2,0,343.0,306,153,41,2010,8,389568.7639882857
376,50,RM,18761,Pave,IR2,HLS,NoSewr,CulDSac,OldTown,RRAn,Twnhs,2Story,1,9,1952,2014,Gambrel,HdBoard,293.0,PConc,,481,815,Grav,N,1804,61,3856,1,3,0,5,1,8,0,2,424.0,489,268,41,2008,10,443149.6462890045
377,50,RL,15693,Pave,IR2,HLS,NoSewr,Inside,CollgCr,Artery,2fmCon,1.5Fin,1,9,1975,2016,Gambrel,HdBoard,188.0,CBlock,316.0,511,278,GasA,N,1689,1165,1747,0,3,1,2,1,6,2,0,624.0,462,117,58,2008,10,316313.29635195923
378,20,C,15139,Pave,IR1,HLS,NoSewr,Corner,BrkSide,Feedr,1Fam,SLvl,8,4,2002,1993,Hip,MetalSd,359.0,BrkTil,1134.0,249,282,Grav,Y,1766,733,3057,1,1,2,1,2,11,0,2,839.0,354,278,37,2007,9,423634.0496941362
379,30,RH,19964,Grvl,IR3,Bnk,NoSewr,Corner,BrkSide,Artery,2fmCon,SLvl,2,9,1980,1980,Hip,HdBoard,287.0,CBlock,1357.0,888,1502,GasA,Y,2412,1134,2997,0,1,2,3,2,3,0,2,305.0,177,224,30,2010,9,419187.45380398014
380,20,RL,6177,Pave,IR1,HLS,AllPub,FR2,BrkSide,Norm,Twnhs,1Story,1,6,1975,1992,Flat,Wd Sdng,153.0,PConc,762.0,598,1002,GasW,N,978,781,830,1,3,2,2,2,4,1,2,147.0,95,267,28,2007,10,276103.1550860894
381,90,C,9760,Grvl,Reg,HLS,NoSewr,Inside,OldTown,Norm,1Fam,SLvl,8,1,1972,1997,Flat,VinylSd,57.0,CBlock,1156.0,815,1542,GasA,N,663,1180,1411,0,1,0,4,1,5,1,3,848.0,397,136,8,2007,7,385942.7768483298
382,70,RL,5011,Pave,IR3,Low,AllPub,FR2,BrkSide,Norm,Twnhs,2Story,4,10,1979,2010,Gable,MetalSd,422.0,BrkTil,611.0,752,304,Wall,N,823,538,2664,0,3,0,3,1,3,0,0,731.0,226,225,0,2006,12,387600.1894953188
383,50,RH,10252,Pave,IR2,Bnk,NoSewr,Corner,NAmes,Artery,2fmCon,SLvl,3,6,1959,1959,Hip,VinylSd,403.0,CBlock,1004.0,599,693,Wall,Y,2091,596,1101,1,2,0,5,1,4,0,2,453.0,10,228,79,2010,12,330163.7246138329
384,60,RH,9399,Pave,IR1,Lvl,NoSewr,Inside,BrkSide,Norm,Duplex,1Story,4,9,2013,1978,Gambrel,MetalSd,337.0,CBlock,913.0,974,108,GasA,Y,1050,8,3810,0,1,1,3,2,4,1,0,32.0,265,107,86,2006,12,392027.33540835587
385,60,RM,16556,Pave,IR2,Low,NoSewr,Corner,CollgCr,Norm,Duplex,2Story,5,2,1971,1997,Gable,MetalSd,49.0,PConc,798.0,482,323,Wall,N,1330,275,3712,0,1,2,5,1,9,2,3,731.0,188,299,71,2006,12,451904.2462667801
386,90,FV,16214,Pave,IR2,Low,AllPub,Inside,NAmes,Norm,2fmCon,SLvl,1,6,1964,2011,Gable,VinylSd,206.0,PConc,118.0,835,1229,Grav,N,1139,226,3612,0,3,1,2,2,8,1,1,500.0,208,6,46,2006,10,425984.25083195127
387,40,RL,16563,Grvl,Reg,Lvl,NoSewr,Corner,BrkSide,Feedr,2fmCon,SLvl,1,2,2005,1962,Gable,HdBoard,51.0,PConc,349.0,171,1257,Wall,N,2426,185,1482,0,2,2,1,2,11,2,0,318.0,12,127,75,2009,3,294099.78154360777
388,80,RL,19051,Grvl,IR3,Low,NoSewr,CulDSac,BrkSide,Artery,2fmCon,1.5Fin,3,4,1969,1993,Gable,HdBoard,341.0,PConc,916.0,868,1961,Wall,N,1133,590,1056,2,1,0,3,1,7,1,0,696.0,376,266,9,2008,5,283335.0461564425
389,20,C,16022,Pave,Reg,Bnk,NoSewr,CulDSac,Edwards,Artery,1Fam,1Story,6,8,1996,1996,Gambrel,HdBoard,370.0,CBlock,686.0,16,457,Grav,N,1258,1239,1739,0,1,1,1,1,11,1,3,192.0,161,172,15,2008,2,371836.5955719954
390,20,RH,13234,Pave,Reg,HLS,NoSewr,FR2,OldTown,RRAn,Twnhs,SLvl,1,7,2002,2013,Gable,HdBoard,149.0,CBlock,541.0,734,1210,Grav,N,2221,432,3928,2,3,1,1,2,11,2,2,872.0,59,213,46,2009,11,445376.8330178406
391,40,RL,14135,Pave,Reg,Bnk,AllPub,CulDSac,NAmes,Artery,Twnhs,1.5Fin,2,9,2002,2002,Hip,VinylSd,52.0,PConc,,293,1963,GasW,Y,707,568,2856,2,2,0,3,1,4,0,0,179.0,492,246,42,2007,10,387378.6426321343
392,40,RH,15582,Pave,IR2,Lvl,NoSewr,Corner,Edwards,Feedr,Twnhs,2Story,7,7,1950,1993,Flat,Wd Sdng,212.0,PConc,360.0,393,481,Grav,Y,814,655,3876,0,3,2,3,2,11,1,1,866.0,434,105,23,2010,3,520158.65859286464
393,90,RL,10445,Grvl,Reg,Lvl,AllPub,Corner,CollgCr,Artery,2fmCon,1.5Fin,1,1,1951,1977,Gambrel,MetalSd,65.0,BrkTil,707.0,821,921,GasA,Y,803,355,3694,1,2,2,1,2,5,1,3,517.0,4,82,7,2010,10,427716.26209980354
394,90,RM,15737,Pave,Reg,Low,NoSewr,CulDSac,OldTown,Feedr,Twnhs,1.5Fin,7,2,2007,1951,Hip,VinylSd,231.0,BrkTil,1476.0,497,1430,Wall,N,1400,842,3985,1,2,2,4,1,5,1,2,390.0,495,291,74,2010,7,517491.7235730101
395,40,FV,15603,Grvl,IR3,Bnk,AllPub,FR2,NAmes,Feedr,2fmCon,SLvl,4,6,1968,2006,Hip,HdBoard,372.0,PConc,684.0,218,1864,GasW,N,738,391,1576,0,3,2,4,1,11,0,0,520.0,201,202,25,2006,1,352697.6316026576
396,50,RL,18178,Pave,IR3,Bnk,AllPub,CulDSac,BrkSide,Artery,1Fam,SLvl,10,7,2011,2006,Hip,HdBoard,298.0,CBlock,329.0,233,1532,Grav,N,2250,578,3532,2,3,0,3,1,9,1,0,356.0,415,40,6,2010,3,448726.122666701
397,90,RH,11570,Grvl,Reg,Lvl,NoSewr,Inside,NAmes,RRAn,Duplex,SLvl,6,3,1961,1983,Flat,VinylSd,337.0,PConc,218.0,389,1892,Wall,Y,1303,1298,1531,1,2,0,1,1,10,0,3,572.0,11,204,78,2010,5,413632.57017047715
398,70,RM,14196,Pave,IR3,Bnk,NoSewr,Inside,BrkSide,Norm,2fmCon,1.5Fin,8,9,1975,2007,Flat,MetalSd,150.0,CBlock,207.0,247,519,GasA,N,1747,1474,2028,0,3,0,1,1,9,1,2,463.0,435,48,14,2010,11,412912.8717374403
399,90,,13212,Pave,IR3,Lvl,AllPub,Inside,OldTown,Norm,2fmCon,2Story,9,7,1976,2001,Flat,VinylSd,204.0,CBlock,844.0,901,1076,GasA,Y,1611,419,2871,0,1,0,2,1,11,2,2,674.0,396,142,47,2008,4,462647.2859788423
400,20,,5406,Grvl,Reg,Bnk,NoSewr,CulDSac,BrkSide,Artery,Duplex,1Story,6,6,1978,1978,Hip,VinylSd,319.0,BrkTil,84.0,51,1421,GasW,N,2060,163,3340,2,1,1,1,1,10,1,3,98.0,340,140,2,2009,3,458965.424278465
401,90,FV,19954,Pave,IR2,Bnk,NoSewr,CulDSac,CollgCr,Artery,Duplex,1.5Fin,9,6,1964,1984,Flat,Wd Sdng,254.0,PConc,684.0,14,1222,GasA,N,1952,778,2842,1,1,1,4,2,6,1,0,147.0,239,52,15,2007,6,421222.10798782704
402,50,RL,14206,Pave,Reg,Bnk,NoSewr,CulDSac,BrkSide,Feedr,1Fam,SLvl,4,1,1995,1997,Gable,VinylSd,488.0,PConc,244.0,323,390,Wall,N,1743,637,1769,0,1,1,2,1,4,0,0,569.0,437,106,78,2009,12,313049.7559598161
403,40,RM,9431,Pave,IR3,Lvl,AllPub,Inside,CollgCr,Artery,Twnhs,1Story,6,5,1950,1982,Flat,Wd Sdng,136.0,CBlock,871.0,440,1672,Grav,Y,774,1206,902,1,1,0,4,1,7,0,2,,372,32,88,2010,6,311039.5191305508
404,20,C,15030,Grvl,IR2,Low,NoSewr,FR2,OldTown,Feedr,2fmCon,2Story,8,10,2009,1958,Gambrel,MetalSd,368.0,PConc,,111,770,GasA,Y,2170,1333,1883,0,3,2,5,1,4,0,2,315.0,377,199,96,2007,4,414042.4500885687
405,90,RM,16380,Pave,IR1,Bnk,NoSewr,Corner,OldTown,RRAn,Twnhs,1Story,9,3,2006,1997,Hip,VinylSd,134.0,BrkTil,,695,1869,Grav,Y,1453,16,1909,0,2,1,3,1,6,2,1,181.0,224,118,13,2007,9,423303.7487523102
406,50,,10243,Pave,IR2,Lvl,NoSewr,CulDSac,NAmes,Artery,2fmCon,SLvl,3,7,1952,2016,Hip,VinylSd,424.0,BrkTil,1235.0,871,912,Wall,N,2268,445,1566,0,3,1,5,2,4,2,1,546.0,181,287,87,2009,11,297545.0742990125
407,70,C,11542,Grvl,IR3,Lvl,AllPub,FR2,CollgCr,Norm,1Fam,1.5Fin,2,10,1967,1985,Gable,HdBoard,53.0,PConc,595.0,6,1521,Wall,Y,1589,169,3870,2,1,0,3,1,7,0,1,302.0,296,228,74,2009,6,411296.64689367026
408,90,RM,11936,Grvl,IR2,Bnk,NoSewr,Corner,CollgCr,Norm,Duplex,1.5Fin,6,3,2001,1993,Flat,VinylSd,64.0,PConc,684.0,562,1195,Grav,N,2115,1303,1171,2,1,2,4,2,8,2,2,557.0,303,117,2,2009,9,353776.89955303166
409,50,C,19115,Grvl,Reg,Bnk,AllPub,Corner,Edwards,Artery,1Fam,SLvl,4,5,2009,2009,Flat,HdBoard,1.0,BrkTil,1206.0,825,85,Wall,N,1946,339,1478,2,3,2,4,2,3,0,2,598.0,306,175,72,2009,11,322509.9879333497
410,70,RL,13906,Pave,IR1,Low,NoSewr,Corner,Edwards,Feedr,Duplex,1.5Fin,1,7,1983,2012,Gambrel,HdBoard,131.0,PConc,1156.0,752,557,GasW,Y,754,725,3443,1,3,2,5,2,10,2,2,3.0,430,184,69,2006,10,415332.6008166786
411,40,C,9146,Pave,IR1,Lvl,AllPub,FR2,Edwards,Norm,Twnhs,SLvl,8,3,2009,1954,Gable,HdBoard,333.0,CBlock,1013.0,244,857,GasA,Y,624,1034,2793,2,2,0,3,2,4,0,0,777.0,177,214,30,2008,10,415156.2171738871
412,90,C,17046,Pave,IR1,Lvl,NoSewr,FR2,BrkSide,Feedr,Twnhs,1.5Fin,9,10,1975,1989,Gambrel,MetalSd,31.0,PConc,1013.0,447,1209,GasW,N,1669,132,1001,2,1,2,3,2,7,0,3,106.0,117,220,79,2008,2,349791.08188891504
413,70,FV,17611,Grvl,IR3,HLS,NoSewr,Inside,Edwards,Artery,1Fam,1.5Fin,9,2,1968,1968,Gambrel,Wd Sdng,355.0,CBlock,349.0,364,1179,GasW,N,1114,900,2425,1,3,1,2,1,10,2,2,74.0,351,129,74,2010,6,447482.608240157
414,20,C,18076,Pave,IR3,Lvl,AllPub,FR2,CollgCr,Artery,Duplex,1.5Fin,2,6,1971,1996,Hip,HdBoard,385.0,PConc,281.0,366,1516,GasW,N,884,639,888,1,2,1,1,2,7,1,0,39.0,75,271,16,2006,4,250279.60846108804
415,40,C,5140,Pave,IR1,Low,AllPub,FR2,BrkSide,Norm,1Fam,2Story,9,8,1982,2014,Hip,VinylSd,359.0,PConc,292.0,921,1933,Grav,N,946,1171,3284,1,1,1,2,2,5,0,2,638.0,45,245,48,2007,2,502900.9701900111
416,20,RL,17757,Grvl,IR2,HLS,AllPub,FR2,OldTown,Artery,Duplex,2Story,7,4,1987,2016,Flat,,497.0,BrkTil,1292.0,697,1544,Grav,Y,886,822,2967,1,1,0,4,1,8,0,3,694.0,226,122,2,2009,5,458140.0837215711
417,60,FV,9882,Grvl,IR1,HLS,NoSewr,Corner,NAmes,RRAn,Duplex,SLvl,5,9,1984,1967,Flat,HdBoard,242.0,CBlock,1220.0,286,1650,Wall,Y,882,953,3003,2,1,2,5,2,3,1,2,118.0,355,7,82,2010,3,414323.78982390306
418,30,,19113,Grvl,IR2,HLS,NoSewr,CulDSac,Edwards,RRAn,Twnhs,2Story,7,8,2016,1999,Gambrel,HdBoard,191.0,BrkTil,983.0,961,665,Grav,Y,1800,78,2796,2,3,0,3,1,3,0,0,72.0,293,66,87,2007,6,410735.1051989027
419,90,RL,18645,Grvl,IR2,Bnk,NoSewr,Inside,OldTown,Norm,Twnhs,SLvl,9,7,1959,1979,Flat,VinylSd,141.0,PConc,19.0,603,1153,Wall,N,1905,345,1198,1,1,2,2,1,10,0,2,551.0,239,114,54,2008,11,400639.415298302
420,70,RL,11012,Grvl,IR3,Bnk,NoSewr,CulDSac,CollgCr,RRAn,Duplex,1Story,8,7,1964,2015,Gambrel,HdBoard,147.0,BrkTil,758.0,105,842,Grav,N,623,608,2523,2,1,0,5,1,9,2,2,203.0,347,287,71,2007,8,469386.45054550277
421,30,RH,5963,Pave,IR2,Lvl,AllPub,CulDSac,NAmes,Feedr,Duplex,1Story,6,3,1960,1954,Flat,Wd Sdng,88.0,PConc,404.0,12,1104,Wall,N,2449,1272,987,0,2,1,5,1,5,1,2,95.0,140,104,99,2009,4,347211.42226456193
422,30,C,12151,Grvl,IR1,HLS,NoSewr,FR2,OldTown,Norm,Duplex,2Story,4,6,1973,1991,Flat,Wd Sdng,489.0,PConc,1138.0,145,1407,GasA,Y,1790,638,1875,2,3,0,1,2,10,0,1,278.0,203,24,39,2009,12,334269.36699202616
423,70,RM,13564,Pave,IR3,Low,NoSewr,Inside,NAmes,Norm,Twnhs,1Story,1,5,1953,1954,Hip,MetalSd,48.0,PConc,700.0,477,1825,Wall,N,2313,1047,1451,0,2,0,3,2,10,0,2,142.0,149,52,65,2008,4,308502.1396553618
424,40,FV,16827,Pave,Reg,Bnk,NoSewr,CulDSac,Edwards,Feedr,Twnhs,1Story,6,1,1962,1999,Hip,HdBoard,135.0,CBlock,979.0,630,1682,GasA,N,1634,1494,2354,1,3,0,5,2,3,1,0,,491,246,86,2009,5,371931.65392583667
425,90,RM,15733,Grvl,Reg,Low,NoSewr,CulDSac,CollgCr,RRAn,2fmCon,1.5Fin,3,3,2006,2007,Hip,MetalSd,475.0,CBlock,25.0,714,294,Wall,Y,1904,1224,2303,1,1,1,3,1,9,1,0,475.0,129,280,39,2006,6,342745.1962236489
426,60,RH,8610,Grvl,IR3,Low,NoSewr,Inside,NAmes,RRAn,Duplex,1.5Fin,6,1,1986,1957,Hip,MetalSd,190.0,CBlock,565.0,652,268,Grav,Y,2348,130,1386,2,2,0,2,1,4,2,0,883.0,348,32,29,2010,11,322812.199387156
427,20,RL,14884,Grvl,IR1,Bnk,NoSewr,FR2,OldTown,RRAn,2fmCon,SLvl,6,4,1997,1980,Gable,MetalSd,429.0,BrkTil,394.0,114,644,Grav,N,2124,355,1029,1,3,0,5,1,4,2,2,132.0,332,286,24,2008,7,321841.45314260386
428,50,RL,11894,Pave,Reg,Bnk,NoSewr,CulDSac,Edwards,Norm,Duplex,1Story,4,10,1950,1961,Hip,HdBoard,148.0,PConc,1000.0,508,1585,GasA,Y,2422,943,1953,2,3,1,5,2,4,2,3,167.0,482,35,6,2008,6,397162.37684685143
429,20,FV,18467,Grvl,Reg,Bnk,AllPub,Corner,Edwards,Norm,Twnhs,SLvl,2,3,2009,1970,Gable,MetalSd,86.0,BrkTil,1404.0,151,534,GasW,N,1681,149,854,2,1,2,2,1,7,0,0,244.0,268,238,91,2007,7,280815.59660891414
430,50,RL,19626,Grvl,IR2,Bnk,NoSewr,CulDSac,OldTown,RRAn,2fmCon,SLvl,9,4,1961,2011,Hip,Wd Sdng,415.0,BrkTil,,56,1401,GasW,Y,1227,1327,1070,2,1,0,3,2,9,1,1,276.0,312,216,49,2008,9,355063.2517128027
431,20,RL,18959,Grvl,IR2,HLS,NoSewr,Corner,OldTown,Artery,2fmCon,1Story,2,9,1970,1982,Flat,MetalSd,7.0,PConc,861.0,381,1399,Wall,N,1395,49,1923,2,2,1,3,2,6,2,3,258.0,417,176,80,2010,4,383324.9531484337
432,70,FV,12311,Grvl,IR1,HLS,NoSewr,FR2,NAmes,RRAn,1Fam,2Story,3,3,1960,1975,Gambrel,Wd Sdng,222.0,BrkTil,,156,87,Grav,Y,2336,463,3940,0,2,0,5,1,6,1,0,45.0,402,43,95,2006,10,434821.0115831844
433,60,FV,5105,Grvl,IR3,HLS,NoSewr,CulDSac,BrkSide,Feedr,Duplex,1Story,10,6,1993,1989,Flat,Wd Sdng,356.0,PConc,801.0,951,924,GasW,Y,2071,1263,1769,0,3,1,2,1,11,0,2,345.0,136,157,0,2007,1,395421.3063634442
434,90,RH,10539,Pave,IR1,HLS,AllPub,Inside,Edwards,Norm,Twnhs,1.5Fin,1,6,2007,2014,Flat,HdBoard,15.0,PConc,549.0,821,1647,Grav,Y,2122,454,2352,1,2,2,4,1,11,0,1,846.0,115,268,90,2010,9,336211.90033319156
435,50,RL,14873,Pave,IR3,Lvl,AllPub,Inside,NAmes,Feedr,1Fam,1Story,7,7,1993,2008,Gable,MetalSd,295.0,PConc,1468.0,132,110,Grav,Y,1641,1306,2177,0,1,2,3,1,9,1,0,894.0,350,170,43,2008,7,407757.4149997134
